model_1.h5,model_2.h5,model_3.h5,model_4.h5,model_5.h5,model_6.h5,model_7.h5,model_8.h5,label
0.029086258,0.023572106,0.00453451,0.0060168453,0.0044663227,0.00052692584,0.0066554844,0.0028502052,0
0.037364822,0.04921391,0.006328613,0.012139322,0.037557006,0.025763186,0.24223359,0.0062947585,0
0.13701579,0.2201451,0.049158417,0.009216813,0.059097264,0.07119449,0.21919073,0.4416238,0
0.0881477,0.006774764,0.03924418,0.055197347,0.004779178,0.07205993,0.05786611,0.0026694657,0
0.6555946,0.07842422,0.11500248,0.48446327,0.3291729,0.28723538,0.24399897,0.54841006,0
0.010898389,0.0218577,0.030628977,0.2764032,0.033043303,0.48453835,0.0128780985,0.015196591,0
0.5110803,0.004415826,0.08041581,0.6558578,0.020799587,0.11478942,0.26228854,0.14708364,0
0.2288023,0.08369779,0.052525513,0.9366891,0.13579951,0.88582623,0.37834644,0.7173572,0
0.06297165,0.0073120105,0.035562143,0.309714,0.014597881,0.09932493,0.0011810614,0.019498812,0
0.15792881,0.24326678,0.15600166,0.18532369,0.55980855,0.72404814,0.04914127,0.83993703,0
0.9926276,0.7002317,0.81165767,0.77900374,0.43736395,0.77895975,0.98059285,0.9635839,0
0.0783758,0.27929634,0.0011725426,0.0057211127,0.0052260724,0.09290989,0.006070835,0.026952585,0
0.17901614,0.13480303,0.005498528,0.02472679,0.025917195,0.17789505,0.30175996,0.09241538,0
0.032859635,0.035137203,0.024013044,0.0040666233,0.031515706,0.017832853,0.04776485,0.009452844,0
0.008129906,0.004623633,0.04413245,0.00042467666,0.107139006,0.008119,5.419703e-05,0.48594925,0
0.124074854,0.3275451,0.29193687,0.033028327,0.057033714,0.16962731,0.08840685,0.06659866,0
0.03318127,0.08521923,0.0032773407,0.024496825,0.039267585,0.013473699,0.04129762,0.019263027,0
0.50072193,0.27175948,0.063754454,0.061088543,0.034389358,0.398128,0.00171663,0.10126956,0
0.95727044,0.15218851,0.022138726,0.17418075,0.03424975,0.0053332853,0.07740603,0.055338837,0
0.118341625,0.106542945,0.14420483,0.0051111807,0.0017085698,0.017379474,0.0011009024,0.060190868,0
0.9726748,0.721417,0.33256647,0.69755995,0.5844888,0.66202235,0.8012974,0.5885097,0
0.8841026,0.00676718,0.19160968,0.6063759,0.3365601,0.22327371,0.85546315,0.9091399,0
0.22814624,0.026794005,0.27233794,0.3610861,0.009075361,0.030331165,0.008300115,0.30275846,0
0.44529858,0.0027514554,0.049417045,0.014673558,0.010326678,0.5565872,0.26072714,0.18749696,0
0.29584908,0.2775245,0.022204207,0.08706508,0.16937375,0.27878603,0.25345418,0.5308416,0
0.14525019,0.4809623,0.14877349,0.41097966,0.09997231,0.019694244,0.73258007,0.04778316,0
0.74334574,0.40232286,0.26829648,0.22162135,0.68766874,0.6328107,0.031650085,0.33661065,0
0.06453853,0.014445279,0.03908407,0.40545106,0.048713837,0.13453034,0.6744081,0.121842705,0
0.34256026,0.24835815,0.12768073,0.46937397,0.47914737,0.7451042,0.93701345,0.014827343,0
0.60745895,0.53710514,0.6130449,0.095381685,0.6983349,0.5733702,0.88944584,0.75930667,0
0.47672725,0.26475078,0.047781713,0.057251096,0.10784576,0.059203893,0.14499821,0.3309367,0
0.3632669,0.13819636,0.06265924,0.02454559,0.02447354,0.01585512,0.009907111,0.011417737,0
0.329188,0.06224038,0.1995149,0.16163176,0.08147612,0.05801594,0.061139617,0.12515633,0
0.11852828,0.21670373,0.038575497,0.13549505,0.082967505,0.7504486,0.0044992957,0.59748733,0
0.31387633,0.41636035,0.28814614,0.50347424,0.20523833,0.72440076,0.32973945,0.5234156,0
0.002637093,0.009667778,0.0012915726,0.001995944,0.00248754,0.00714519,0.010936651,0.0013696345,0
0.6654807,0.60378623,0.34187606,0.20949492,0.5727371,0.7620545,0.52155954,0.42649886,0
0.06550858,0.003543037,0.008786892,0.02536173,0.043038167,0.012368152,0.017288765,0.011593188,0
0.38364986,0.13268504,0.3551247,0.39645052,0.6203511,0.44614556,0.67255807,0.6883769,0
0.71735597,0.21919554,0.5862908,0.2153162,0.15409866,0.53935385,0.4126456,0.7373765,0
0.97325426,0.40263972,0.055140976,0.76100767,0.3414841,0.6319194,0.29627994,0.23353286,0
0.03212573,0.0048229583,0.053733706,0.015603477,0.031225055,0.06422101,0.004783975,0.03705867,0
0.52163434,0.003167094,0.0017852111,0.10943039,0.18061957,0.3853846,0.08694251,0.019972129,0
0.35093758,0.32468632,0.43346143,0.30407238,0.5183563,0.82467353,0.5940144,0.0070933416,0
0.012518438,3.192705e-05,0.0030955519,0.044250164,0.009942638,0.033061158,4.544171e-05,0.011399679,0
0.25180596,0.02305963,0.068874635,0.37016532,0.2124482,0.45422038,0.048612703,0.0359547,0
0.2255886,0.042342585,0.010432577,0.43543002,0.17303295,0.18938363,0.07902516,0.20898205,0
0.2399882,0.007403361,0.003948768,0.011413745,0.034592964,0.020810917,0.00792712,0.020168493,0
0.16387202,0.29315138,0.49604383,0.13270517,0.13538001,0.026409028,0.006712432,0.26543438,0
0.9389042,0.71219295,0.39742687,0.81531024,0.68622434,0.19778806,0.7821969,0.7174554,0
0.010835546,0.0058775884,0.004301951,0.001817906,0.001051135,0.0035846839,0.00556345,0.0032947543,0
0.056997232,0.22481404,0.0026140923,0.01729703,0.0034215346,0.022902466,0.14208104,0.1534816,0
0.2984229,0.00413323,0.0011992903,0.0010825136,0.0004087398,0.1395109,5.5523382e-05,0.010828782,0
0.413478,0.21702862,0.011718634,0.1643876,0.03029197,0.23036844,0.0047375625,0.015754594,0
0.50435936,0.084642716,0.12392909,0.47263825,0.36948273,0.071496084,0.22165568,0.92469245,0
0.23442478,0.3452886,0.0116829695,0.03064419,0.212076,0.030112436,0.047465514,0.07949092,0
0.114706025,0.99277145,0.264191,0.96067333,8.597121e-05,0.9159331,0.10885111,0.9242252,0
0.22584267,0.91098225,0.87276745,0.6705699,0.88085157,0.81292975,0.6913652,0.94657844,0
0.015503641,0.023845457,0.0057664355,0.0051221377,0.009360624,0.0041091894,0.00015006046,0.0015203615,0
0.21275057,0.013149531,0.0036611734,0.012892686,0.012272131,0.012102928,0.001716161,0.103474736,0
0.057704538,0.01862176,0.027308902,0.073424816,0.007238059,0.2687332,0.0019283456,0.022663545,0
0.17525904,0.07298452,0.17979959,0.6549133,0.43794015,0.51710945,0.0781717,0.3423641,0
0.37934223,0.06512215,0.15179865,0.50307536,0.19376816,0.80718774,0.70774126,0.40388927,0
0.566739,0.017346468,0.01372503,0.29699796,0.0041563446,0.8348695,0.061174724,0.75947833,0
0.33705744,0.2525115,0.17818716,0.13006389,0.25488153,0.23260322,0.057972804,0.30752578,0
0.4445296,0.5962825,0.6770534,0.24775738,0.33864018,0.48567402,0.66258216,0.32207203,0
0.07086551,0.0024643445,0.011973959,0.032632146,0.01582485,0.006155404,0.014207078,0.018295143,0
0.014421383,0.015734814,0.0027177744,0.0010855016,0.018990913,0.035474434,2.016355e-05,0.11062283,0
0.1440871,0.008415839,0.027762977,0.0066461186,0.007378635,0.005837883,0.0001416324,0.2511664,0
0.55140674,0.18227738,0.42613617,0.1557012,0.32334998,0.18763047,0.11728291,0.5651176,0
0.2600925,0.4437558,0.0010917578,0.060171347,0.022003926,0.11215084,0.015149628,0.061416287,0
0.091382556,0.0026279357,0.024768103,0.038416814,0.004851405,0.019031879,0.01646354,0.0006787821,0
0.6061696,0.6714797,0.8798957,0.9352683,0.8515986,0.88327205,0.99980646,0.9930759,0
0.05905692,0.010615031,0.057279345,0.04755273,0.44956073,0.03197837,0.1480691,0.12713969,0
0.005315059,0.0054439437,0.023580674,0.029860388,0.0034958122,0.0034019882,0.0002699289,0.005118003,0
0.8246424,0.773774,0.58674395,0.47516942,0.0015551249,0.4561194,0.44958386,0.7822339,0
0.13792141,0.0062329564,0.009409834,0.0046901023,0.0077354107,0.13729694,0.0057893167,0.009620967,0
0.5548699,0.07457623,0.08147131,0.59140265,0.3365393,0.21255241,0.08831672,0.28598216,0
0.14066797,0.01951205,0.007247999,0.0041047684,0.006005369,0.045731377,0.0016579853,0.0069080135,0
0.007152691,0.000531464,0.0046409843,0.0040781302,0.0002687474,0.001557433,0.06496825,0.027059665,0
0.48157993,0.21325114,0.9255549,0.093719766,0.29874557,0.057191674,0.30107945,0.43107387,0
0.7364955,0.6705488,0.89711314,0.66891277,0.9852963,0.8576487,0.4648567,0.9790318,0
0.52865344,0.18087289,0.2614727,0.9401239,0.21428725,0.6325445,0.087750316,0.40110123,0
0.90677243,0.8413922,0.6834775,0.61495113,0.50337523,0.8406779,0.31694216,0.93543375,0
0.8454896,0.5366771,0.15088074,0.5400283,0.01759381,0.09186562,0.050763212,0.45996392,0
0.33938846,0.051406626,0.1152822,0.015884686,0.0028775013,0.060508393,0.033467777,0.1284581,0
0.2282663,0.0013315286,0.0028348826,0.026084935,0.022275204,0.04713572,0.015588183,0.009660532,0
0.12651284,0.00032577795,0.0032726368,0.16213706,0.103850074,0.02008764,0.0006989094,0.036915522,0
0.60708725,0.42149156,0.71790653,0.1241024,0.0536531,0.38645074,0.17376803,0.5375666,0
0.90006477,0.6268921,0.8004989,0.75373983,0.78902984,0.6354276,0.8074497,0.96584916,0
0.5812927,0.9603165,0.59015846,0.3293476,0.30861515,0.09742576,0.004941794,0.9396552,0
0.2017959,0.77212375,0.51736,0.34910226,0.5597778,0.3615705,0.12735966,0.10012237,0
0.8333168,0.40030771,0.46832058,0.6169046,0.6733918,0.6633515,0.8533307,0.53750145,0
0.018361181,0.0004063689,0.00064927025,0.018339343,0.0017720802,0.00032833128,0.017073806,0.0003804057,0
0.8384415,0.8240422,0.26049984,0.4255628,0.30215368,0.78774333,0.09790044,0.11311382,0
0.06745121,0.00064916076,0.051095642,0.001875375,0.012013348,0.0108588245,0.00081821776,0.04485672,0
0.002502942,0.006573158,0.00017882635,0.0011249385,0.0006262933,0.0009792546,1.3238872e-05,6.4102904e-05,0
0.18309821,0.8480276,0.036275625,0.24218221,0.3825265,0.62510407,0.60125184,0.52896166,0
0.65177274,0.74385566,0.08502988,0.2964868,0.3015243,0.3746434,0.02458226,0.4385298,0
0.1570554,0.26765707,0.24244088,0.02359872,0.06370776,0.06888009,0.4816268,0.049011864,0
0.02852549,0.11611698,0.043234773,0.0058856905,0.30903798,0.10711813,0.0023878023,0.16296957,0
0.080018535,0.25688517,0.020824201,0.11029057,0.16925627,0.13997667,0.1306292,0.44280308,0
0.9415779,0.7054101,0.98165417,0.73279035,0.77647215,0.9746199,0.99456024,0.63249743,0
0.034124497,0.00090487,0.002785879,0.06958861,0.016658314,0.36536926,0.0028809635,0.021245025,0
0.037312806,0.00055140094,0.0002151052,0.0064478246,0.0006240981,0.007140784,1.2992585e-05,5.225735e-05,0
0.24759847,0.13989067,0.042794056,0.3108031,0.28638086,0.8496641,0.0075404188,0.039632715,0
0.17829324,0.038411442,0.049201295,0.016906103,0.29742724,0.17295383,0.012484736,0.14675365,0
0.5176655,0.4575443,0.64130986,0.09898802,0.09829473,0.034518477,0.8083187,0.17398214,0
0.70608485,0.3793331,0.41286817,0.501953,0.23591135,0.069172144,0.24387684,0.54494286,0
0.057642788,0.107542075,0.0069729215,0.0170285,0.03181169,0.019006414,0.004678593,0.061473154,0
0.033578284,0.00077300955,0.0058555743,0.005382931,0.0013405317,0.029109046,7.130332e-05,0.0054954677,0
0.028874047,0.09223203,0.26302943,0.3492096,0.26915976,0.28334168,0.12233944,0.041258164,0
0.00046474749,6.990543e-05,0.00032354324,0.011395692,0.00015211757,0.000543708,8.4312385e-05,2.745823e-05,0
0.1432313,0.9638071,0.9159161,0.03718767,0.6642232,0.14218774,0.38254127,0.57380736,0
0.036964245,0.106542096,0.33534893,0.006627565,0.003684055,0.0071429745,0.013437986,0.016816193,0
0.8212284,0.97568893,0.43353564,0.5775479,0.27994803,0.6465553,0.6870272,0.8498479,0
0.09238558,0.0144410655,0.0036931813,0.024342077,0.08696892,0.079866126,0.026812887,0.0035295596,0
0.03571205,0.0034419515,0.0008488333,0.11458539,0.0007127133,0.063480504,0.00032029374,0.23582155,0
0.027880173,0.02018757,0.010068673,0.07238851,0.0013330597,0.01919621,0.008913604,0.182417,0
0.035559583,0.1669764,0.0050448156,0.046750695,0.31120792,0.102871604,0.20073327,0.042445727,0
0.4790174,0.185066,0.0040988526,0.03603278,0.014797402,0.47144035,0.0051883026,0.041800346,0
0.21191832,0.07737323,0.1524155,0.013076733,0.53529334,0.5099615,0.0570854,0.18246138,0
0.26778844,0.00038414428,0.010028515,0.013724888,0.06528925,0.104440585,0.0031180514,0.076919235,0
0.68294954,0.9411837,0.64217985,0.44160405,0.8063057,0.7681483,0.9638317,0.93840456,0
0.01647518,0.0108607765,7.5890355e-05,0.0022914393,0.00086775224,0.099738926,0.0040455135,0.024133446,0
0.001900685,4.916509e-05,0.0032603662,0.0012633849,4.3473814e-05,0.030431082,6.1402534e-05,3.1522406e-05,0
0.25300857,0.003338815,0.037742324,0.0038332827,0.0040711374,0.029383985,0.011233731,0.07354971,0
0.3162386,0.63586974,0.307582,0.61460507,0.25791886,0.46262142,0.53664213,0.6390977,0
0.83334213,0.6847216,0.75236666,0.23562822,0.5000632,0.62054145,0.8578359,0.93330383,0
0.28805915,0.0043938984,0.051556297,0.22042367,0.0017280598,0.04795268,0.0029895087,0.27026615,0
0.39256135,0.05134463,0.37268302,0.18934697,0.018653652,0.5917736,0.001042105,0.018841917,0
0.007255438,0.002393724,0.0014225555,0.004913515,0.00087593246,0.0050735516,0.0120026,0.08027737,0
0.12899487,0.008774612,0.0016711,0.04994077,0.0006243409,0.082029626,0.0045089917,0.0034498868,0
0.9696186,0.6810771,0.71360654,0.7947765,0.62451655,0.90593934,0.9243223,0.85592484,0
0.5521265,0.47328576,0.7247498,0.18954585,0.20272729,0.32233587,0.32999855,0.27058327,0
0.028857496,0.00070772774,0.07217874,0.02087268,0.0004104668,0.42489788,0.02811616,0.029893415,0
0.10587679,0.053881377,0.015114997,0.27291524,0.056606498,0.23379192,0.13271676,0.04881899,0
0.10587679,0.053881377,0.015114997,0.27291524,0.056606498,0.23379192,0.13271676,0.04881899,0
0.53586984,0.5446868,0.009331887,0.012859624,0.010791228,0.036937423,0.036086343,0.032267094,0
0.6217433,0.22386335,0.00856326,0.071461014,0.07770443,0.014747406,0.05874406,0.13136205,0
0.17871496,0.15668494,0.050388698,0.055775203,0.14570804,0.009898681,0.18943642,0.03855674,0
0.99227506,0.9985352,0.27640966,0.4093266,0.793977,0.56188005,0.21999645,0.7629238,0
0.20310423,0.057392925,0.027419627,0.08679922,0.037292376,0.0019631593,0.03716732,0.017445108,0
0.0721832,0.12889239,0.08081532,0.004141684,0.5947663,0.22009833,0.12063695,0.4458919,0
0.0721832,0.12889239,0.08081532,0.004141684,0.5947663,0.22009833,0.12063695,0.4458919,0
0.0369691,0.056724854,0.026485167,0.053636126,0.07413146,0.5100871,0.057703942,0.08359855,0
0.28075278,0.010014389,0.04332104,0.05191711,0.3916593,0.0066255624,0.0036690664,0.049293075,0
0.023449153,0.00058134977,3.1446448e-06,0.00363107,0.00019468428,1.3718944e-05,0.00036738062,8.109901e-05,0
0.6192517,0.42680058,0.12783927,0.6894525,0.8989488,0.92855304,0.74897945,0.9386305,0
0.13008326,0.010232925,0.04089142,0.0373526,0.062151533,0.46534702,0.015618775,0.123046026,0
0.0079947235,0.0004554908,0.00078052067,0.004524128,0.003042647,0.00016286931,0.0003414016,9.841713e-05,0
0.0079947235,0.0004554908,0.00078052067,0.004524128,0.003042647,0.00016286931,0.0003414016,9.841713e-05,0
0.08624392,0.035366755,0.008788947,0.06484763,0.0009585357,0.12840727,0.0006710428,0.010119608,0
0.28181443,0.20598376,0.010462909,0.087542266,0.07429139,0.29600403,0.0005734652,0.026504919,0
0.31746563,0.09185604,0.034575816,0.12461347,0.384528,0.42926234,0.17454235,0.70378464,0
0.07280793,0.066981785,0.19233835,0.087260164,0.0457135,0.0069506248,0.17755897,0.022905441,0
0.28763133,0.40025192,0.39315397,0.44249505,0.07780632,0.12803665,0.6319802,0.30574292,0
0.041043185,0.6962564,0.014454793,0.088839106,0.040385157,0.16281587,0.7082872,0.39871213,0
0.8840611,0.5625159,0.93854403,0.7654475,0.5109471,0.94918275,0.65586424,0.9008525,0
0.0067220624,0.017353922,0.0045535774,0.023758072,0.0016518215,0.0018666222,0.01240173,0.39276934,0
0.19531631,0.2638563,0.038013816,0.42956406,0.13083574,0.038988225,0.09894573,0.0298951,0
0.5582794,0.06213401,0.31472293,0.038350232,0.1674869,0.4204658,0.45569876,0.33306104,0
0.032464474,0.010587464,0.21565148,0.008550585,0.23508626,0.08780662,0.0059453375,0.5081938,0
0.48921415,0.7427523,0.6489183,0.09570313,0.39578244,0.23632719,0.31393048,0.26492375,0
0.12377754,0.39798748,0.5589459,0.121244505,0.0016080176,0.20274325,0.17172304,0.34904715,0
0.0015621448,0.043391872,0.00018627284,0.0060033626,0.000619709,9.4007475e-05,0.00017278889,0.0022105228,0
0.7515136,0.789368,0.5210958,0.76288795,0.9370764,0.6645337,0.7604431,0.68534625,0
0.29416838,0.16281958,0.11695772,0.057432048,0.54153955,0.2784099,0.21585494,0.10720089,0
0.018868601,0.038614526,0.0014169911,0.0023560836,0.019114181,0.017361471,0.00908644,0.016323833,0
0.0014306036,0.00027192323,0.009433401,0.011874972,3.1649397e-05,0.0023191462,2.0415375e-05,3.1074844e-05,0
0.9178224,0.9434664,0.95534456,0.25703824,0.7657924,0.56708217,0.9168096,0.7156223,0
0.58744395,0.615715,0.24629831,0.05582609,0.19843073,0.5473504,0.043869462,0.6192186,0
0.6337916,0.4107833,0.68722045,0.4876494,0.057899296,0.16764401,0.067656286,0.019520955,0
0.92583895,0.6692523,0.6030717,0.92979467,0.9276213,0.9563807,0.98830223,0.9524233,0
0.3224526,0.00825307,0.17802444,0.2656602,0.06433647,0.079802126,0.9683253,0.2995759,0
0.1852693,0.10520968,0.009437082,0.07650309,0.13194306,0.7349776,0.016087899,0.11495332,0
0.034807343,0.026397659,0.0046475134,0.030233359,0.00050863385,0.026646743,0.005390708,0.017684635,0
0.5850085,0.016199209,0.1268405,0.27923316,0.618456,0.25249532,0.037297994,0.37330508,0
0.5236392,0.7399888,0.35390067,0.09718425,0.14745042,0.7134435,0.33224156,0.3731537,0
0.099401906,0.40819708,0.298929,0.081404105,0.2881593,0.574335,0.12578994,0.078871004,0
0.87098277,0.2520664,0.46739617,0.38228995,0.04511276,0.861478,0.4750256,0.4088001,0
0.82150066,0.81808496,0.8723565,0.7226193,0.48395106,0.9706724,0.98226976,0.7881057,0
0.6220485,0.6991653,0.37548858,0.9617287,0.95373726,0.52710843,0.99516803,0.68898547,0
0.0040530595,0.0024232944,0.0002294658,0.0016058963,0.0011170655,0.028118266,0.00011709933,0.00029183683,0
0.97132266,0.9873473,0.924278,0.3062329,0.5806912,0.7979204,0.5488074,0.67925006,0
0.55089974,0.3493822,0.5601293,0.1511044,0.55981755,0.16559473,0.14585681,0.7295054,0
0.2803019,0.06690468,0.02085195,0.036857493,0.13107465,0.13215865,0.03946478,0.16872439,0
0.034114733,0.01670861,0.05640493,0.011047393,0.07303939,0.1609454,0.00044593966,0.012717526,0
0.0024275505,0.0005017335,0.0040044216,0.001047387,0.004429622,0.00020437785,0.00013840907,0.00019421168,0
0.11067308,0.14175631,0.0070820595,0.061759323,0.09853927,0.15935455,0.015942985,0.14496344,0
0.25632542,0.08918223,0.085492045,0.019101515,0.005586767,0.12952577,0.00680271,0.04632448,0
0.19760318,0.1039843,0.08949674,0.074662566,0.29829755,0.2815216,0.002462432,0.73122096,0
0.6277939,0.22258247,0.15999058,0.14177799,0.021725647,0.21567787,0.0025174243,0.203203,0
0.0018992401,0.0028972053,0.00025926204,0.0032626772,0.0022771277,0.0007596362,3.9736315e-05,0.00011480041,0
0.2884002,0.99076885,0.7197778,0.697615,0.594146,0.8374264,0.2836756,0.8482937,0
0.66247916,0.18561463,0.10281935,0.40216818,0.5915151,0.45683452,0.38631308,0.29222623,0
0.0055404296,0.00017379469,0.0014325053,0.005281337,8.7727916e-05,0.0087186955,0.00018466587,0.0001027675,0
0.75293475,0.47829002,0.40596142,0.014732773,0.887774,0.24229391,0.5267987,0.84540826,0
0.06899665,0.0031715324,0.00054734934,0.24853924,0.018791435,0.07205029,0.0022862973,0.016922716,0
0.057516098,0.045453887,0.020012071,0.03133139,0.01673436,0.020061355,0.3460379,0.0016120685,0
0.20566136,0.121609904,0.0624318,0.06829635,0.058041994,0.4621014,0.7705616,0.1707097,0
0.22616047,0.23617083,0.25583336,0.36285323,0.2122371,0.57781816,0.09568446,0.7820746,0
0.4105912,0.51735103,0.40422338,0.05993421,0.23760544,0.42293903,0.30801398,0.8490476,0
0.39866725,0.12055608,0.18512124,0.085672505,0.7563338,0.05171343,0.8075005,0.9391767,0
0.94983554,0.42686847,0.8992056,0.557474,0.78169936,0.84588766,0.98481935,0.9249672,0
0.2486234,0.44777745,0.035558406,0.32214513,0.012271772,0.66691804,0.14483093,0.20310698,0
0.9532135,0.9323262,0.5422558,0.1486051,0.7825066,0.8529731,0.9680281,0.85469615,0
0.13293059,0.029938936,0.023339605,0.005902074,0.022552595,0.14062245,0.0039225034,0.07124115,0
0.21790338,0.0006516492,0.0021582914,0.011669543,0.00064242893,2.4343779e-05,9.7755204e-05,0.003745602,0
0.99976474,0.9971221,0.9998455,0.9967029,0.9361319,0.9999868,0.9999435,0.99964297,0
0.16447829,0.07981011,0.2876926,0.010331669,0.16651241,0.07351176,0.4821368,0.616623,0
0.14053516,0.07827925,0.007163558,0.012373087,0.00031260808,0.03539292,0.0069029974,0.00096763624,0
0.66349196,0.8729399,0.56475055,0.7074952,0.36545137,0.54932773,0.382205,0.3838226,0
0.048654545,0.0031576785,0.0071251383,0.005319227,0.008859078,0.0703672,0.0035593114,0.00479849,0
0.06552431,0.0960769,0.015828231,0.05663498,0.004803243,0.039220564,0.01694847,0.08374132,0
0.0041559935,0.0033325357,0.008547062,0.0009457889,6.55369e-05,0.16122228,0.00014812688,0.0016106563,0
0.113107726,0.08691133,0.0049635167,0.0060885297,0.010133717,0.017010344,0.009355921,0.048490234,0
0.5224389,0.37339306,0.21636121,0.33109188,0.5904937,0.4872567,0.5736426,0.60979736,0
0.036643572,0.9925127,0.97117954,0.7064317,0.25965875,0.92249376,0.36700305,0.9631282,0
0.11289943,0.13456284,0.24349214,0.05166538,0.011781884,0.10356295,0.0316357,0.22337738,0
0.91714007,0.9267233,0.96981496,0.42989925,0.9868043,0.8672365,0.9805975,0.9842052,0
0.39317706,0.061882377,0.07692853,0.040424213,0.037369408,0.44347548,0.10553796,0.0516876,0
0.9045764,0.5572604,0.068630606,0.38712373,0.6101756,0.05440589,0.12703446,0.7005738,0
0.09325254,0.014531878,0.010732894,0.013370405,0.006980705,0.458666,0.019203873,0.008637544,0
0.03163233,0.020177769,0.0043943636,0.025590174,0.005792451,0.043299053,0.0020590052,0.012376053,0
0.4848098,0.8228583,0.602221,0.034726184,0.6913899,0.198217,0.98490524,0.6312574,0
0.055633713,0.08092578,0.0062348032,0.13272122,0.049493313,0.040913317,0.006659477,0.009646758,0
0.9951626,0.524473,0.82272655,0.68272746,0.8491688,0.88557947,0.9950877,0.9937009,0
0.14514774,0.040024087,0.06994342,0.009627208,0.00026747544,0.0010547988,0.27137476,0.005249772,0
0.017723732,0.0034362269,0.0002716851,0.00230569,0.002578398,0.005292393,0.0014880968,0.0013455312,0
0.5072739,0.88529414,0.78640616,0.40323648,0.88651574,0.9059763,0.9945686,0.7887417,0
0.13416211,0.0008953409,0.0020469266,0.004677143,0.022603631,0.006604477,0.004877139,0.4678134,0
0.1662082,0.41593164,0.061529882,0.25151494,0.06345424,0.7077416,0.41036832,0.14926718,0
0.05861995,0.004007944,0.0023159974,0.030928126,0.001011538,0.11239489,9.320911e-05,0.00564788,0
0.77799666,0.6843518,0.19710074,0.05350825,0.33663997,0.30817315,0.7935503,0.2457629,0
0.09188261,0.020125804,0.0030388536,0.021210194,0.002986351,0.00078863435,0.0021060358,0.04503082,0
0.7278335,0.675357,0.086298026,0.8720804,0.65347815,0.5085826,0.5682961,0.7466177,0
0.0038722889,0.00483037,0.09596987,0.005767871,0.018062681,0.03353181,0.0010508231,0.004826308,0
0.82361215,0.25166747,0.49531192,0.80164206,0.5429075,0.5442487,0.5710913,0.63149655,0
0.07061764,0.10372555,0.0613489,0.0056303404,0.034784645,0.038960285,0.0660858,0.13900442,0
0.94976,0.65823793,0.2145954,0.28634673,0.7109802,0.3959729,0.5039604,0.083539434,0
0.009209705,0.06371985,0.024001498,0.020155275,0.009730758,0.011666688,0.05979325,0.0047144853,0
0.020887796,0.07889565,0.005364851,0.43838045,0.0016999445,0.0667909,0.002366724,0.009515113,0
0.29622626,0.021457676,0.044482138,0.039089706,0.2432552,0.1662736,0.14538425,0.32406548,0
0.032025866,0.040663134,0.25595513,0.014583812,0.0056619216,0.025897605,0.066352434,0.2111163,0
0.3753678,0.6727151,0.13899554,0.048367716,0.27721345,0.9155906,0.021225043,0.70404905,0
0.011821864,0.009401272,0.0011673566,0.009589283,0.011287746,0.07615981,0.005719705,0.00033318286,0
0.025087476,0.0050817346,0.0024651275,0.006894687,0.010722151,0.0032914283,0.030820368,0.0121498825,0
0.037568357,0.0096315,0.0061463565,0.0023686294,0.0020618327,0.0028120968,3.5961053e-05,0.00014199127,0
0.11508155,0.008056095,0.00018000278,0.13977839,0.23287463,0.9023344,0.00042296137,0.052340463,0
0.8370558,0.95048785,0.59731996,0.73449343,0.42146313,0.86035854,0.9205743,0.72880024,0
0.10258044,0.03421793,0.027785774,0.09600915,0.07307252,0.17554404,0.008253901,0.012104142,0
0.046471868,0.0028679566,0.030993385,0.122882456,0.10844267,0.14601354,0.013756156,0.042069227,0
0.65281224,0.12031715,0.075801335,0.0021039085,0.13405527,0.25000533,0.0042939694,0.60199165,0
0.33197576,0.2145555,0.05284673,0.34723926,0.02594814,0.6841089,0.07204673,0.5100322,0
0.008248722,0.002411802,0.008990385,0.0007117559,0.0033635197,0.058761403,0.00057332555,0.0012430679,0
0.1393703,0.18370499,0.020508803,0.06422587,0.5010147,0.07422815,0.0074464055,0.012923981,0
0.0077102887,0.00013099982,0.00026921617,0.012378985,0.01279816,0.006222074,0.002140245,0.0015470132,0
0.24469824,0.064342685,0.013017089,0.0363298,0.053753454,0.14021133,0.015855128,0.3058055,0
0.046636324,0.6239141,0.042741645,0.5657421,0.38253495,0.57100487,0.24888061,0.55770075,0
0.70424974,0.08705432,0.5705749,0.037700415,0.3511346,0.096332945,0.10975902,0.62430644,0
0.0023168493,0.0006328546,1.7105534e-05,0.01303756,0.0013745865,0.005085364,0.0001464972,0.0017565489,0
0.9482345,0.36482173,0.43025637,0.38347062,0.43545124,0.7945992,0.26101577,0.9671704,0
0.11927876,0.046053212,0.13001044,0.091644235,0.12269133,0.15856464,0.04334484,0.121832326,0
0.80091214,0.94252807,0.9506895,0.9344451,0.98065877,0.6792499,0.56572723,0.47187674,0
0.06753981,0.00039256405,0.0033951967,0.013009531,0.033821143,0.002225679,0.0019747305,0.00032741137,0
0.830961,0.896171,0.45278627,0.47945327,0.31691435,0.5677737,0.072666325,0.46705312,0
0.3650469,0.4229692,0.019584417,0.086088024,0.12640248,0.25634155,0.5458165,0.20435639,0
0.028413665,0.067287706,0.016610242,0.26634568,0.010933258,0.031239437,0.0063802353,0.013618932,0
0.001298371,0.002391011,0.00016150608,0.00030969948,0.0006472274,0.00017690279,6.582678e-05,0.0005224446,0
0.020737205,0.0047906297,0.0013091476,0.0037947206,0.0007127951,0.007535064,2.0526184e-05,0.0020876592,0
